function,db,func_child_cnt,func_child,table_child_cnt,table_child
Track_Type_Average_Retention_Cohort,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],0,[]
Reports_schedule_funnel,VisionOne,1,['Reports_shcedule'],0,[]
V1_Current_Onboard_Customer_Console_Usage_Employee,VisionOne,1,['V1_Current_Onboard_Customer_Seat_Range'],1,['CLP_Account_UBT_Daily']
platinum_titanium_settings_status_generate_result,Consumer,1,['platinum_titanium_settings_status_get_column_count'],0,[]
etl_get_tmms_weekly_report_metrics,Consumer,1,['etl_get_tmms_weekly_report_active_licenses'],5,"['tm_account', 'country_alias', 'mobilesecurity_user_daily', 'connext_seats', 'connext_licenses']"
FW_Promotion_BSP_Log,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_decisive_response_metrics,VisionOne,1,['XDR_get_decisive_response'],0,[]
CE_get_add_exception_metrics,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_wb_TP_or_FP_closed,VisionOne,1,['slog_ubtaudit'],0,[]
AffirmTrust_Impacted_Customer,ACC_MART,1,['Product_Name'],5,"['Dim_Customer_Info', 'Dim_Product', 'Fact_Sold_Output_Data', 'DS_Feedback_Main_Monthly', 'Dim_Region_BU']"
Trilogy_Security_Control_Feature_Adoption_Change,VisionOne,1,['GET_FEATURE_ADOPTION_RATE'],0,[]
BIF_email_sensor_daily_snapshot_to_use_0617,VisionOne,1,['slog_ubtaudit'],1,['cas_product_feedback']
GET_IF_CUSTOMERS_V2,VisionOne,1,['xdr_pendo_raw_event'],0,[]
NEW_ZTSA_Daily_Weekly_Monthly_Customer,VisionOne,1,['CLP_WHO_DEPLOY_ZTSA'],0,[]
NEW_ZTSA_deployed_Customer_seat_range,VisionOne,1,['CLP_WHO_DEPLOY_ZTSA'],1,['CLP_Account_License']
NEW_ZTSA_visit_customer_Main_Entries_source,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],0,[]
NEW_ZTSA_IAM_Customer_wth_Enduser,VisionOne,1,['Get_ZTSA_Rules'],2,"['sase_tdl', 'dataLakeMetrics']"
R2301EmailDefender,Consumer,1,['R2301User'],1,['telemetry_collector_carbon']
NEW_ZTSA_Accumulated_Customer,VisionOne,1,['CLP_WHO_DEPLOY_ZTSA'],0,[]
R22Q3UninstallSurvey,Consumer,1,['computer'],2,"['telemetry_collector_ti', 't_license_snapshot_ext']"
XDR_get_decisive_response_bak,VisionOne,1,['slog_ubtaudit'],0,[]
Tree_View_Security_Playbooks,VisionOne,1,['xdr_matomo_events'],3,"['trilogy3_wae_playbook', 'trilogy3_wae_triggered_task', 'xdr_pendo_raw_events']"
XDR_adv_features_OAT,VisionOne,1,['slog_ubtaudit'],0,[]
Func_V1_OpenApi_Ubt,VisionOne,1,['slog_ubtaudit'],1,['slog_ubt_openapi']
NIPS_Drill_Down_Table,VisionOne,1,['Func_NIPS_Use'],6,"['xdr_pendo_events_flattened', 'CLP_Account_UBT', 'DvassEndpointNotification', 'V1_user_account', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
CLP_WHO_VISIT_ASSET,VisionOne,1,['GET_XPATH_CODE_V2'],0,[]
NI_in_use_clp,VisionOne,1,['NI_onboard_customers_Louis_Temp'],1,['CLP_Account_UBT_Daily']
XDR_touched_WB_base,VisionOne,1,['slog_ubtaudit'],0,[]
DVASS_UI_Page_Visit,VisionOne,1,['DVASS_Get_UI_Interaction'],0,[]
ZTSA_ZTNA_Basic_Get_License,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],1,['CLP_Account_License']
ZTSA_ZTNA_Basic_Get_IAM,VisionOne,1,['slog_ubtaudit'],1,['sase_tdl']
ZTSA_ZTNA_Basic_Get_SWG,VisionOne,1,['slog_ubtaudit'],0,[]
ZTSA_ZTNA_Basic_Get_Connector,VisionOne,1,['slog_ubtaudit'],0,[]
ZTSA_ZTNA_Basic_Get_SSO,VisionOne,1,['slog_ubtaudit'],3,"['Poseidon_Idp_Federation_snapshot', 'V1_user_account', 'CLP_Account_License']"
Tree_View_Network_Intrusion_Prevention_App,VisionOne,1,['TRI_get_enabled_data_source_detail'],7,"['Dim_Product', 'Fact_Sold_Output_Data', 'xdr_pendo_events_flattened', 'DvassEndpointNotification', 'V1_user_account', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
Tree_View_Network_Inventory_App,VisionOne,1,['slog_ubtaudit'],2,"['xdr_pendo_events_flattened', 'CLP_Account_UBT_Daily']"
Tree_View_Report_Management_App,VisionOne,1,['Reports_download'],1,['xdr_pendo_raw_events']
XDR_adv_features_Search,VisionOne,1,['slog_ubtaudit'],0,[]
Func_Forensics_And_Analysis_Use,VisionOne,1,['xdr_matomo_events'],3,"['xdr_pendo_events_flattened', 'V1_user_account', 'CLP_Account_License']"
V1_Trial_Customer_Performance_Metrics,VisionOne,1,['slog_ubtaudit'],6,"['CLP_Account_License_Daily', 'xdr_pendo_events_flattened', 'slog_category', 'CLP_Account_UBT_Daily', 'CLP_Account_License', '_slog_ubtaudit']"
NI_customer_flatten_data,VisionOne,1,['NI_onboard_customers_Louis_Temp'],3,"['MAK_Account_License', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
onelink_get_product_table,Consumer,1,['Product_Name'],1,['telemetry_collector']
XDR_visit_Search,VisionOne,1,['slog_ubtaudit'],0,[]
CE2_Get_TI_Score,VisionOne,1,['slog_ubtaudit'],2,"['xdr_pendo_events_flattened', 'CLP_Account_UBT_Daily']"
CES2_Threat_Intelligence,VisionOne,1,['slog_ubtaudit'],4,"['xdr_pendo_feature_events', 'xdr_pendo_events_flattened', 'xdr_pendo_features', 'CLP_Account_UBT_Daily']"
CLP_WHO_VISIT_TRILOGY_RI,VisionOne,1,['CLP_WHO_VISIT_V1'],0,[]
ZTSA_Credit_CLP_Info_Daily,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
ZTSA_Customer_CLP_MOM,VisionOne,1,['ZTSA_Customer_CLP'],0,[]
GET_V1_WAA_PAGE,VisionOne,1,['GET_V1_TPC_PAGE'],0,[]
NI_customer_ddi_deployed_type,VisionOne,1,['NI_onboard_customers_Louis_Temp'],1,['ddi_product_feedback']
CES2_Sensor_Deployment,VisionOne,1,['Func_Hubble_MAP_Data_Source_Type'],3,"['trilogyDataAPI', 'CLP_Account_Risk_Insights_UBT_Daily', 'CLP_Account_UBT_Daily']"
CES2_V1_Login,VisionOne,1,['slog_ubtaudit'],0,[]
PARSE_V1_UI_RAW_DATA,VisionOne,1,['GET_XPATH_CODE_V2'],1,['xdr_pendo_raw_events']
ZTSA_Customer_CLP_date_overview,VisionOne,1,['slog_ubtaudit'],0,[]
DVASS_Get_CLP_DataSource,VisionOne,1,['GET_TRILOGY_SENSOR_LOGS'],1,['DvassEndpointNotification']
Func_C1_Deployed_Ins_new,CloudOne,1,['Func_C1_Mapping'],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
Func_V1_OpenApi_Ubt_Count,VisionOne,1,['slog_ubtaudit'],0,[]
DVASS_UI_V1_Notitication,VisionOne,1,['xdr_matomo_events'],0,[]
Func_C1_Customer_Ins_new,CloudOne,1,['Func_C1_Mapping'],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
PARSE_V1_UI_RAW_DATA_V2,VisionOne,1,['GET_XPATH_CODE_V2'],1,['xdr_pendo_raw_events']
V1_UBT_SUMMARY_V2,VisionOne,1,['V1_UBT_SUMMARY_SESSION'],0,[]
vw_C1_Account_Usage_by_Level,CloudOne,1,['vw_CDE_C1_Sub_Channel'],1,['C1_Account_Usage_Raw']
XDR_touched_DIR_Apps_exp,VisionOne,1,['XDR_touched_OAT'],0,[]
V1_Onboard_Customer_Count_by_Sensor_Type_Trendinggg,CloudOne,1,['Func_V1_haha'],0,[]
V1_Mobile_Console_Weekly_Report,VisionOne,1,['V1_Mobile_Console_Data'],0,[]
vw_C1_Entitlement,CloudOne,1,['vw_C1_Subscription'],3,"['azure_subscribers_legacy_dump20211029', 'c1_entitlement', 'C1_entitlement_dump20210728']"
Vision_One_Account_Summary_HUB_15_New,staging,1,['Func_Hubble_CLP_Account_UBT_Addon'],3,"['CLP_Account_CES_Daily', 'CLP_Account_UBT', 'CLP_Account_License']"
Upcoming_Renewal,DataView,1,['Partner_Revenue'],3,"['SCH_Sales_Rep', 'ARL_NABU_Opportunity', 'ARL_NABU_Opportunity_Header']"
Func_C1_Customer_Ins,CloudOne,1,['Func_C1_Mapping'],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
Func_C1_Account_Mapping,CloudOne,1,['slog_ubtaudit'],21,"['c1_testing_account_dump20210812', 'REV_Sales_Inv_Lines_AWSM', 'DS_AWSM_Country_BU_Mapping', 'DS_Feedback_Main', 'CUS_Registered_Account_Profile', 'c1_entitlement', 'CDE_Data_Source', 'C1_entitlement_dump20210728', 'c1_account_lifecycle', 'CUS_Account_Profile', 'dataLakeAPI', 'CUS_Account_Key_Map', 'C1_Account_Mapping', 'MAP_FIN_Region_BU', 'C1_Usage', 'C1_SFDC_Account_Mapping', 'c1_missing_country_dump20210930', 'c1_subscription_lifecycle', 'AWSM_Account_Feed_ADX', 'awsm_daily_usage', 'c1_pendo_track_events']"
Func_C1_Entitlement_Daily,CloudOne,1,['vw_C1_Entitlement'],0,[]
private_slog_ubtaudit_pii,CloudOne,1,['slog_ubtaudit_pii'],0,[]
Func_C1_Customer_Usage,CloudOne,1,['vw_C1_Deployed_Instance'],1,['C1_Account_License']
Func_C1_Deployed_Ins,CloudOne,1,['Func_C1_Mapping'],2,"['C1_Account_License', 'C1_Account_Usage_Daily']"
Func_SG2_enable,VisionOne,1,['slog_ubtaudit'],1,['SG2_Registered_guid']
Func_SG2_Register,VisionOne,1,['slog_ubtaudit'],0,[]
xxx_Func_First_Login_Month_App_Usage_Per_Day,VisionOne,1,['slog_ubtaudit'],2,"['CLP_Account_UBT', 'CLP_Account_License']"
Tree_View_Intelligence_Report,VisionOne,1,['slog_ubtaudit'],2,"['xdr_pendo_events_flattened', 'CLP_Account_UBT_Daily']"
vw_C1_Deployed_Instance_by_FreeTier_exp,CloudOne,1,['vw_C1_NSVA'],0,[]
Func_NPS_In_Past_90days,VisionOne,1,['v_xdr_pendo_guide_events'],0,[]
Tree_View_DMM,VisionOne,1,['slog_ubtaudit'],1,['xdr_pendo_raw_events']
Tree_View_Response_Management,VisionOne,1,['slog_ubtaudit'],2,"['slog_category', 'xdr_pendo_raw_events']"
Func_NPS_Historical_Data,VisionOne,1,['v_xdr_pendo_guide_events'],2,"['V1_user_account', 'CLP_Account_License']"
Tree_View_Vulnerability_Prioritization,VisionOne,1,['DVASS_Get_UI_Interaction'],2,"['DvassEndpointNotification', 'CLP_Account_Risk_Insights_UBT_Daily']"
Tree_View_Sandbox_Analysis,VisionOne,1,['slog_ubtaudit'],3,"['xdr_pendo_events_flattened', 'credit_allocation_daily_snapshot', 'CLP_Account_UBT_Daily']"
xxx_Func_App_Usage_Per_Day_CLP,VisionOne,1,['slog_ubtaudit'],0,[]
vw_C1_Deployed_Instance_exp,CloudOne,1,['vw_C1_NSVA'],0,[]
ZTSA_ZTNA_Basic_Get_Change,VisionOne,1,['ZTSA_ZTNA_Basic_Get_Configuration'],0,[]
RI_Risk_Reduction_Measure_Released_CLP_ID_List,VisionOne,1,['T_CLP'],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
ZTSA_ZTNA_Get_Track_Event,VisionOne,1,['ZTSA_ZTNA_Get_Track'],0,[]
vw_C1_Deployed_Instance_by_Dimension_exp,CloudOne,1,['vw_C1_NSVA'],0,[]
ZTSA_SWG_Active_User_Info,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],2,"['V1_Account_Info', 'sase_temp']"
onelink_get_new_blog_page_product_table,Consumer,1,['Product_Name'],1,['telemetry_collector']
V1_EPP_Product_Connect_List,VisionOne,1,['slog_ubtaudit'],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
XDR_touched_WB_v2_bak,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_hunter_app_features,VisionOne,1,['XDR_visit_DIR_Apps'],0,[]
XDR_touched_WB_include_export,VisionOne,1,['slog_ubtaudit'],0,[]
R2211OMS,Consumer,1,['R2211User'],1,['telemetry_collector_ti']
fed_ubt,VisionOne,1,['xdr_matomo_events'],1,['tmsas_matomo_log_action_v2']
R22Q3DownloadScanPopup,Consumer,1,['R22Q3Users'],1,['telemetry_collector_ti']
Ti1773NSSUninstallSurvey,Consumer,1,['computer'],1,['telemetry_collector_ti']
fed_js_error,VisionOne,1,['fed_ubt'],0,[]
fed_js_error_series,VisionOne,1,['fed_js_error'],0,[]
GET_PRODUCT_CODE_MAPPING_V2,VisionOne,1,['GET_TRILOGY_PRODUCT_CODE_MAPPING'],0,[]
CLP_WHO_VISIT_ZTRI_V2,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],1,['xdr_pendo_raw_events']
BIF_email_sensor_daily_snapshot_20220715_backup,VisionOne,1,['slog_ubtaudit'],1,['cas_product_feedback']
XDR_visit_WB,VisionOne,1,['slog_ubtaudit'],0,[]
R2209MainConsoleStatus,Consumer,1,['R2209User'],1,['telemetry_collector_ti']
CE_get_wb_visit_v2,VisionOne,1,['XDR_visit_WB'],0,[]
XDR_visit_OAT,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_OAT_List_v2,VisionOne,1,['XDR_visit_OAT'],0,[]
XDR_touched_WB_v2,VisionOne,1,['slog_ubtaudit'],0,[]
XDR_touched_WB,VisionOne,1,['XDR_touched_WB_base'],0,[]
XDR_get_investigate_response,VisionOne,1,['slog_ubtaudit'],0,[]
TRI_get_enter_page_raw_data,VisionOne,1,['Func_pendo_track_type_mapping'],1,['xdr_pendo_events_flattened']
XDR_touched_WB_include_export_bak,VisionOne,1,['slog_ubtaudit'],0,[]
XDR_touched_WB_bak,VisionOne,1,['XDR_touched_WB_base'],0,[]
White_label_partners,VisionOne,1,['slog_ubtaudit'],3,"['dataLakeAPI', 'Federation', 'CLP_Account_License']"
TRI_get_enabled_data_source_count_bak,VisionOne,1,['TRI_get_enabled_data_source_detail'],0,[]
R2211WeeklyReportPopup,Consumer,1,['R2211User'],1,['telemetry_collector_ti']
TRI_get_enter_page_metrics_bak,VisionOne,1,['TRI_get_enter_page_raw_data'],0,[]
R2211MainConsoleStatus,Consumer,1,['R2211User'],1,['telemetry_collector_ti']
XDR_get_decisive_response,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_OAT_List_without_sth,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_search_investigate,VisionOne,1,['XDR_get_search_investigate'],0,[]
CE_get_wb_close_rate,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_wb_decisive_response_rate,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_wb_FP_close_rate,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_wb_visit,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_api_metrics,VisionOne,1,['slog_ubtaudit'],0,[]
user_segmentation_30d,VisionOne,1,['GET_NAV_APP_FUNC3'],3,"['Federation', 'V1VisitsV3', 'CLP_Account_License']"
R2203AMSFunnel,Consumer,1,['onelink_fix_additional_info'],1,['telemetry_collector']
CE_get_EndpointInventory_metrics,VisionOne,1,['slog_ubtaudit'],1,['slog_category']
NEW_ZTSA_hitrule_device,VisionOne,1,['slog_ubtaudit'],0,[]
etl_get_pwp_user,Consumer,1,['etl_biz_keys_by_product'],8,"['pwp_licenses', 'pwp_seats', 'tm_account', 'product_channel_sourceid', 'tc_unique_device', 'connext_licenses', 'connextv2_entitlements', 'connext_packages']"
AMSPopup101Ctr,Consumer,1,['onelink_fix_additional_info'],2,"['telemetry_collector_ti', 'telemetry_collector']"
NEW_ZTSA_accumulated_private_internet_temp,VisionOne,1,['CLP_WHO_USE_ZTSA'],1,['sase_tdl']
onelink_map_additional_info_to_one_link_info,Consumer,1,['onelink_get_query_parameter_value_from_url'],0,[]
NEW_ZTSA_rule_enforcement_customers_temp,VisionOne,1,['CLP_WHO_USE_ZTSA'],1,['sase_tdl']
n1_cus_feature_pool,VisionOne,1,['slog_ubtaudit'],5,"['V1_Engagement_Score', 'MAK_Account_License', 'xdr_pendo_events_flattened', 'CLP_Account_UBT', 'CLP_Account_License']"
ZTSA_Credit_CLP_Info_V2,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],0,[]
REPORT_V1_ACTIVE_LICENSE_DAILY,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],0,[]
REPORT_VISIT_V1,VisionOne,1,['CLP_WHO_VISIT_V1'],0,[]
REPORT_VISIT_ZTSA,VisionOne,1,['CLP_WHO_VISIT_ZTSA'],0,[]
REPORT_DEPLOY_ZTSA,VisionOne,1,['CLP_WHO_DEPLOY_ZTSA'],0,[]
REPORT_USE_ZTSA,VisionOne,1,['CLP_WHO_USE_ZTSA'],0,[]
REPORT_VISIT_ZTRI,VisionOne,1,['CLP_WHO_VISIT_ZTRI'],0,[]
REPORT_USE_ZTRI,VisionOne,1,['CLP_WHO_INUSE_ZTRI'],0,[]
R2207R2208MobileFunnel,Consumer,1,['onelink_fix_additional_info'],2,"['telemetry_collector_ti', 'telemetry_collector']"
SG2_Appliance_Registered,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
Func_V1_App_Usage_by_CLP,VisionOne,1,['XDR_created_WB'],1,['V1_App_Usage']
BIF_Service_Gateway_Service_LAU_Real_Traffic,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_risk_insight_drill_down_metrics,VisionOne,1,['slog_ubtaudit'],1,['xdr_pendo_events_flattened']
TRI_get_enter_page_metrics,VisionOne,1,['TRI_get_enter_page_raw_data'],0,[]
Func_CLP_Account_License_Daily,VisionOne,1,['slog_ubtaudit'],4,"['CUS_CLP_AC_Mapping', 'ARL_Customer_Annual_Value', 'CDE_Product_Hierarchy', 'CLP_Account_License']"
R2208PayGuard,Consumer,1,['R2208User'],1,['telemetry_collector_ti']
BIF_Service_Gateway_ForwardingProxy_Enable,VisionOne,1,['SG_Appliance_Service_Status_2'],1,['service_gateway_applicane_status']
BIF_Service_Gateway_Service_AD_Real_Traffic,VisionOne,1,['slog_ubtaudit'],1,['service_gateway_applicane_status']
BIF_Service_Gateway_Service_LogForwarding_Real_Traffic,VisionOne,1,['SG_Appliance_LastInfo'],1,['service_gateway_applicane_status']
BIF_endpoint_sensor_daily_snapshot_new,VisionOne,1,['xdr_endopoint_agent_daily_snapshot_view'],0,[]
BIF_Service_Gateway_Service_SO_Sync_Real_Traffic,VisionOne,1,['SG_Appliance_LastInfo'],1,['service_gateway_applicane_status']
BIF_Service_Gateway_Service_SPS_Real_Traffic,VisionOne,1,['SG_Appliance_LastInfo'],0,[]
BIF_Service_Gateway_Service_TPI_Real_Traffic,VisionOne,1,['TPI_sLog_3rd_sharing_v2'],0,[]
TRI_get_enter_page_metrics_unpivot,VisionOne,1,['TRI_get_enter_page_raw_data'],0,[]
user_segmentation_clp,VisionOne,1,['GET_NAV_APP_FUNC3'],3,"['Federation', 'V1VisitsV3', 'CLP_Account_License']"
AutpPayGuard,Consumer,1,['R2209User'],1,['telemetry_collector_ti']
SG2_Cus_Registered,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
CE_get_OAT_List,VisionOne,1,['slog_ubtaudit'],0,[]
Trial_Account_CloudOne_Product_Usage_Summary,hubble,1,['Func_C1_Customer_Ins'],2,"['C1_Account_License', 'C1_Account_Usage']"
NI_provision_NS_connection_status,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License_Daily']
ZTRI_Monthly_ACTIVE_INUSE_Customers,VisionOne,1,['slog_ubtaudit'],3,"['sase_tdl', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
TPI_sLog_service_gateway,VisionOne,1,['slog_ubtaudit'],0,[]
ZTRI_Weekly_ACTIVE_INUSE_Customers,VisionOne,1,['slog_ubtaudit'],3,"['sase_tdl', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
ZTRI_DAILY_ACTIVE_INUSE_Customers,VisionOne,1,['slog_ubtaudit'],3,"['sase_tdl', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
ZTRI_Accumulated_Customers,VisionOne,1,['SASE_ACTIVE_CLP_FUNC'],1,['sase_tdl']
ZTRI_CLPS_INFO_LAST_30d,VisionOne,1,['slog_ubtaudit'],4,"['sase_tdl', 'CLP_Account_License_Daily', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
SASE_Accumulated_Customers,VisionOne,1,['SASE_ACTIVE_CLP_FUNC'],1,['sase_tdl']
SASE_CLPS_INFO_LAST_30d,VisionOne,1,['slog_ubtaudit'],4,"['sase_tdl', 'CLP_Account_License_Daily', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
TPI_sLog_WB_SIEM,VisionOne,1,['slog_ubtaudit'],0,[]
TPI_sLog_TI,VisionOne,1,['slog_ubtaudit'],0,[]
CLP_WHO_VISIT_V1_FUNC_DAILY,VisionOne,1,['slog_ubtaudit'],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
XDR_get_DAU_WAU,VisionOne,1,['slog_ubtaudit'],0,[]
TPI_sLog_stix_shifter,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_account_management_features,VisionOne,1,['slog_ubtaudit'],0,[]
BIF_network_sensor_snapshot,VisionOne,1,['slog_ubtaudit'],0,[]
MOBILE_SECURITY_ENROLLED_DEVICE_FUNC,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
TPI_sLog_TI_stix_feed_usage,VisionOne,1,['slog_ubtaudit'],0,[]
Func_CLP_Account_UBT_Extract,VisionOne,1,['Func_CLP_Account_UBT'],0,[]
TPI_status_intelligenceFeed,VisionOne,1,['TPI_sLog_intelligence_Feeds'],0,[]
FW_Promotion_Log,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
CE_get_oat_expand_detail,VisionOne,1,['XDR_touched_OAT'],0,[]
NI_DDI_V1_support_Cus,VisionOne,1,['DDI_total_licensed_cus'],2,"['MAK_Account_GUID', 'ddi_product_feedback']"
FW_Complimentary_Credit_Eligible_Customer,VisionOne,1,['FW_Complimentary_Credit_Eligible_Customer_No_Seat_Limitation'],1,['FW_Complimentary_Credit_Eligible_Customer_No_Seat_Limitation']
ZTRI_App_Usage,VisionOne,1,['SASE_ACTIVE_CLP_FUNC'],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
ZTRI_Accumulated_Sensors,VisionOne,1,['SASE_ACTIVE_CLP_FUNC'],1,['sase_tdl']
CLP_WHO_VISIT_ZTRI_DAILY,VisionOne,1,['CLP_WHO_VISIT_V1'],0,[]
C1_Trial_Conversion_Rate_Trending,hubble,1,['Func_c1_trial_conversion_trending'],0,[]
ZTSA_Visited_Customer_30d,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],0,[]
Vision_One_Account_App_Usage_Trending_Sase,hubble,1,['Vision_One_Account_App_Usage_Get_CLP_By_MAK'],1,['xdr_pendo_events_flattened']
ZTSA_Rule_Hit_Times_30d,VisionOne,1,['CLP_WHO_INUSE_ZTSA'],1,['sase_tdl']
ZTSA_Permssion_Access_Deployment_30d,VisionOne,1,['slog_ubtaudit'],2,"['xdr_endpoint_agent', 'CLP_Account_License']"
V1_Onboard_Customer_Count_by_Sensor_Type_Trending,hubble,1,['Func_V1_Deployed_bySensor'],0,[]
ZTSA_Accumulated_In_Use_Customer,VisionOne,1,['CLP_WHO_INUSE_ZTSA'],0,[]
FW_Full_Promotion_With_Customer_Log,VisionOne,1,['slog_trace'],0,[]
Func_Flywheel_Onboarding_Log,VisionOne,1,['slog_ubtaudit'],0,[]
C1_Trial_Conversion_Rate_Summary,hubble,1,['Func_c1_trial_conversion_summary'],0,[]
CLP_WHO_VISIT_V1_TEST,VisionOne,1,['slog_ubtaudit'],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
FW_Promotion_With_Customer_Log,VisionOne,1,['slog_ubtaudit'],0,[]
TPI_sLog_3rd_sharing,VisionOne,1,['slog_ubtaudit'],0,[]
CLP_WHO_ELIGIBLE_ZTSA,VisionOne,1,['CLP_WHO_VISIT_ZTSA'],1,['sase_tdl']
CLP_WHO_VISIT_ZTSA,VisionOne,1,['CLP_WITH_V1_ACTIVE_LICENSE_DAILY'],1,['xdr_pendo_events_flattened']
XDR_cus_not_expire,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
C1_Trial_Conversion_Rate_Customer_List,hubble,1,['Func_c1_trial_conversion_customer_list'],2,"['CUS_Account_Profile', 'Ref_Valid_Customer_Details']"
XDR_created_WB,VisionOne,1,['slog_trace'],0,[]
CLP_WHO_VISIT_ZTRI,VisionOne,1,['CLP_WHO_VISIT_V1'],0,[]
demo,VisionOne,1,['slog_ubtaudit'],0,[]
Vision_One_Account_Summary,hubble,1,['Func_Hubble_CLP_Account_UBT_Addon'],3,"['CLP_Account_CES_Daily', 'CLP_Account_UBT', 'CLP_Account_License']"
ZTRI_CLPS_INFO_LAST_37d,VisionOne,1,['slog_ubtaudit'],4,"['sase_tdl', 'CLP_Account_License_Daily', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
GetChurnRate,hubble,1,['Fn_Customer_Churn_Rate'],0,[]
Credit_Usage_Table,VisionOne,1,['slog_ubtaudit'],0,[]
slog_appendlostdata,VisionOne,1,['slog_ubtaudit'],1,['slog_esbk']
FW_OnboardingResult_With_CompanyID_Log,VisionOne,1,['slog_trace'],0,[]
Pendo_Get_Raw_Track,VisionOne,1,['xdr_pendo_raw_event'],1,['xdr_pendo_track_types']
CLP_WHO_VISIT_V1_AND_SASE_FUNC2,VisionOne,1,['slog_ubtaudit'],2,"['xdr_pendo_events_flattened_sase', 'CLP_Account_License']"
CE_get_misc_metrics,VisionOne,1,['slog_ubtaudit'],0,[]
V1CustomerSetFunc,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
SG_Appliance_Registered,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
SG_Cus_Registered,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
CE_get_early_warning_metrics,VisionOne,1,['slog_ubtaudit'],1,['slog_category']
mxdr_ubt_approval_requests,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_OAT_List_API_SIEM,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_ti_manualsweeping,VisionOne,1,['slog_ubtaudit'],0,[]
CLP_WHO_VISIT_V1_FUNC,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
CLP_WHO_VISIT_V1_AND_SASE_FUNC,VisionOne,1,['slog_ubtaudit'],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
CE_get_dmm_enable_disable,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_ti_configure_so,VisionOne,1,['slog_ubtaudit'],0,[]
Func_Conversion_Rate_SASE,VisionOne,1,['slog_ubtaudit'],4,"['sase_tdl', 'xdr_pendo_events_flattened', 'CLP_Account_UBT', 'CLP_Account_License']"
CE_get_Logon_info,VisionOne,1,['slog_ubtaudit'],0,[]
SASE_ACTIVE_CLP_FUNC,VisionOne,1,['slog_ubtaudit'],3,"['sase_tdl', 'xdr_pendo_events_flattened', 'CLP_Account_License']"
CE_get_search_features,VisionOne,1,['slog_ubtaudit'],0,[]
CE_get_TPI_enabled_investigation,VisionOne,1,['slog_ubtaudit'],2,"['TPI_enabled_cus_intelligence_feeds', 'TPI_enabled_cus_stix_shifter']"
XDR_risky_paid_customer,VisionOne,1,['slog_ubtaudit'],1,['CLP_Account_License']
