function,db,func_child_cnt,func_child,table_child_cnt,table_child
etl_get_pwm_local_mode_user,Consumer,0,[],1,['tc_unique_device']
CarbonPageRatingPopup,Consumer,0,[],1,['telemetry_collector_carbon']
Onboard_Customer_Custom_Range_String_1,hubble,0,[],0,[]
JapanXFullRenewDetail,Consumer,0,[],3,"['telemetry_collector_ti', 'R2112N2112UserStatus_Engage_d', 't_license_snapshot_ext']"
adf_get_hns_sdk_conversion_rate,Consumer,0,[],1,['hns_sdk_nec_licenses']
adf_get_tmms_conversion_rate,Consumer,0,[],2,"['country_alias', 'mobilesecurity_user_daily']"
etl_get_hns_sdk_weekly_report_metrics,Consumer,0,[],6,"['hns_sdk_nec_licenses', 'etl_dpi_nec_licenses', 'etl_diamond_hkbn_licenses', 'etl_dpi_linksys_licenses', 'hns_station_log', 'etl_dpi_licenses']"
etl_get_diamond_weekly_report_metrics,Consumer,0,[],4,"['diamond_license', 'country_alias', 'diamond_config', 'diamond_station_log']"
etl_biz_keys_by_product_test,Consumer,0,[],8,"['terra_ccworder', 'etl_ccw_ak_pool', 'etl_connextv2_packages', 'connext_licenses', 'etl_tmms_licenses', 'vodafone_license', 'connextv2_entitlements', 'connext_packages']"
etl_get_titanium_weekly_report_metrics,Consumer,0,[],4,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias', 'eclog']"
etl_get_product_channel_user_summary,Consumer,0,[],1,['product_channel_user_summary']
etl_get_product_channel_user_summary_y_axis,Consumer,0,[],1,['product_channel_user_summary']
etl_get_pwp_weekly_report_metrics,Consumer,0,[],4,"['telemetry_collector', 'product_channel_sourceid', 'country_alias', 'pwp_user']"
adf_get_pwp_conversion_rate,Consumer,0,[],2,"['country_alias', 'pwp_user']"
etl_get_cleaneronepro_weekly_report_metrics,Consumer,0,[],4,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias', 'eclog']"
Onboard_Customer_Custom_Range_Order_3,hubble,0,[],0,[]
R2301User,Consumer,0,[],3,"['telemetry_collector_ti', 'tm_account', 't_license_snapshot_ext']"
JapanXFullRenew,Consumer,0,[],4,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'JapanXFullUser_2011to2208', 'R2112N2112UserStatus_Engage_d']"
adf_get_titanium_dau,Consumer,0,[],4,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias', 'eclog']"
adf_get_ids_ar_enable_rate,Consumer,0,[],2,"['country_alias', 'idsecurity_licenses']"
adf_get_ids_mau_wau_dau,Consumer,0,[],3,"['telemetry_collector', 'country_alias', 'idsecurity_licenses']"
TitaniumPaidLicense,Consumer,0,[],2,"['t_license_snapshot_ext_daily', 't_license_snapshot_ext']"
CarbonUserNumber,Consumer,0,[],1,['telemetry_collector_carbon']
adf_get_diamond_mau_wau_dau,Consumer,0,[],5,"['diamond_license', 'tm_account', 'country_alias', 'diamond_config', 'diamond_station_log']"
adf_get_diamond_valid_paid_users,Consumer,0,[],4,"['diamond_license', 'tm_account', 'country_alias', 'diamond_config']"
adf_get_hns_sdk_valid_paid_users,Consumer,0,[],5,"['hns_sdk_nec_licenses', 'etl_dpi_nec_licenses', 'etl_diamond_hkbn_licenses', 'etl_dpi_linksys_licenses', 'etl_dpi_licenses']"
adf_get_hns_sdk_valid_trial_users,Consumer,0,[],1,['hns_sdk_nec_licenses']
adf_get_hns_sdk_mau_wau_dau,Consumer,0,[],2,"['hns_sdk_nec_licenses', 'hns_station_log']"
adf_get_hns_sdk_auto_renew_enable_rate,Consumer,0,[],1,['hns_sdk_nec_licenses']
adf_get_diamond_ar_enable_rate,Consumer,0,[],4,"['diamond_license', 'tm_account', 'country_alias', 'diamond_config']"
adf_get_titanium_wau,Consumer,0,[],4,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias', 'eclog']"
Onboard_Customer_Custom_Range_String_3,hubble,0,[],0,[]
adf_get_titanium_mau,Consumer,0,[],4,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias', 'eclog']"
adf_get_titanium_ar_enable_rate_japan,Consumer,0,[],1,['t_license_snapshot_ext_daily']
adf_get_titanium_ar_enable_rate_overall,Consumer,0,[],2,"['t_license_snapshot_ext_daily', 'country_alias']"
adf_get_titanium_ar_enable_rate_amea_americas_europe,Consumer,0,[],2,"['t_license_snapshot_ext_daily', 'country_alias']"
adf_get_titanium_valid_trial_users,Consumer,0,[],3,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias']"
adf_get_titanium_valid_paid_users,Consumer,0,[],3,"['t_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias']"
adf_get_titanium_conversion_rate,Consumer,0,[],4,"['tm_account', 't_license_snapshot_ext_daily', 'product_channel_sourceid', 'country_alias']"
adf_get_diamond_ar_enable_rate_overall,Consumer,0,[],4,"['diamond_license', 'tm_account', 'country_alias', 'diamond_config']"
exclusive_lists_of_folders_tables_adx_monitor,Consumer,0,[],0,[]
rls_sn_request,Consumer,0,[],0,[]
UMH_browser_UNprotected,Consumer,0,[],1,['telemetry_collector_ti']
etl_get_antivirusone_weekly_report_metrics,Consumer,0,[],3,"['telemetry_collector', 'antivirusone_user_daily', 'country_alias']"
adf_get_antivirusone_conversion_rate,Consumer,0,[],2,"['antivirusone_user_daily', 'country_alias']"
etl_get_vodafone_metrics,Consumer,0,[],4,"['telemetry_collector', 'etl_ccw_ak_pool', 'etl_ccw2_ph_dpm_device', 'vodafone_license']"
ADXcost,VisionOne_Report,0,[],0,[]
Fn_Active_Customer_By_Suite_Annual_Value_Range,ACC_MART,0,[],6,"['Dim_Customer_Info', 'Dim_Product', 'Ref_Customer_Value_Range_Base', 'Fact_Sold_Output_Data', 'Dim_Region_BU', 'Ref_Valid_Customer_Details_Suite_L2']"
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test3,ACC_MART,0,[],6,"['Dim_Customer_Info', 'Dim_Product', 'Ref_Customer_Value_Range_Base', 'Fact_Sold_Output_Data', 'Dim_Region_BU', 'Ref_Valid_Customer_Details_Suite_L2']"
Fn_Active_Customer_By_Suite_Annual_Value_Range_Ling,ACC_MART,0,[],6,"['Dim_Customer_Info', 'Dim_Product', 'Ref_Customer_Value_Range_Base', 'Fact_Sold_Output_Data', 'Dim_Region_BU', 'Ref_Valid_Customer_Details_Suite_L2']"
toogreatdata,VisionOne_Report,0,[],0,[]
gggfun,VisionOne_Report,0,[],0,[]
exampleFun,VisionOne_Report,0,[],1,['exapmpletable']
Onboard_Customer_Unconditional_Carry,hubble,0,[],0,[]
Onboard_Customer_Range_String,hubble,0,[],0,[]
v_tabledetail,VisionOne_Report,0,[],1,['tabledetail']
v_tableusage,VisionOne_Report,0,[],1,['tableusage']
ADXcoust,VisionOne_Report,0,[],0,[]
ingest_AzureCostdaily,VisionOne_Report,0,[],1,['_AzureCostdaily']
Onboard_Customer_Use_SeatRange_Columns,hubble,0,[],0,[]
azurecost,VisionOne_Report,0,[],4,"['AnalyticsOne_Cost', 'FIN_ExchangeRate_Corp', 'Cost_Mapping', 'AzureCostdaily']"
v_databricks_cost,VisionOne_Report,0,[],2,"['FIN_ExchangeRate_Corp', 'databricks_cost']"
databricks_cost_etl,VisionOne_Report,0,[],1,['AzureCostdaily']
FederationRLS,SSO,0,[],0,[]
SSORLS,SSO,0,[],0,[]
lingfiltertest,SAE,0,[],1,['filter_log']
Partner_Revenue,Global_IS,0,[],8,"['SCH_Partner_Account', 'SCH_Sales_Rep', 'REV_Sales_CrMemo_Lines', 'CUS_Account_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_Lines_Extend_NABU', 'REV_Sales_CrMemo_Lines_Extend_NABU', 'REV_Sales_Inv_Lines']"
Onboard_Customer_Range_Order,hubble,0,[],0,[]
Product_Name,Global_IS,0,[],0,[]
Product_Strategy,Global_IS,0,[],0,[]
Onboard_Customer_Trending,hubble,0,[],1,['CLP_Account_UBT_Daily']
Fn_Active_Customer_By_Suite_Annual_Value_Range_Test2,ACC_MART,0,[],6,"['Dim_Customer_Info', 'Dim_Product', 'Ref_Customer_Value_Range_Base', 'Fact_Sold_Output_Data', 'Dim_Region_BU', 'Ref_Valid_Customer_Details_Suite_L2']"
_Func_Revenue_Retention_Rate_with_Category_,ACC_MART,0,[],0,[]
etl_get_telstra_metrics,Consumer,0,[],4,"['telstra_order_items', 'connext_seats', 'connext_licenses', 'connext_packages']"
Onboard_Customer_Unconditional_Carry_real,hubble,0,[],0,[]
Onboard_Customer_Custom_Range_Columns,hubble,0,[],0,[]
etl_get_legalshield_latest_subscription_count,Consumer,0,[],1,['partner_integration_report']
etl_get_telstra_product_installs,Consumer,0,[],5,"['tm_account', 'pwm_feature_usage', 'connext_seats', 'connext_licenses', 'connext_packages']"
etl_get_legalshield_product_installs,Consumer,0,[],6,"['tm_account', 'legalshield_licenses', 'pwm_feature_usage', 'connext_seats', 'connext_licenses', 'connext_packages']"
etl_get_titanium_cessp_weekly_report_metrics,Consumer,0,[],8,"['etl_tmos_merchant', 'etl_tmos_merchant_package_mapping', 'country_alias', 'eclog', 'etl_tmos_jp_packagelicense', 'etl_tmos_purchasehistory', 'etl_tmos_jp_purchasehistory', 'etl_tmos_packagelicense']"
etl_get_titanium_bby_weekly_report_metrics,Consumer,0,[],1,['License_Subscription_Daily']
etl_get_antivirusone_untracked_report_metrics,Consumer,0,[],4,"['country_alias', 'etl_apple_store_subscription', 'product_channel_user_summary', 'tz_country']"
etl_get_cleaneronepro_appstore_weekly_report_metrics,Consumer,0,[],6,"['telemetry_collector', 'tc_unique_device', 'country_alias', 'etl_apple_store_subscription', 'product_channel_user_summary', 'tz_country']"
Onboard_Customer_Unconditional_Carry_int,hubble,0,[],0,[]
Onboard_Customer_Unconditional_Carry_long,hubble,0,[],0,[]
etl_get_tmc_weekly_report_metrics,Consumer,0,[],5,"['telemetry_collector', 'product_channel_sourceid', 'country_alias', 'tmc_event_v2', 'tmc_user']"
adf_get_idsecurity_user,Consumer,0,[],5,"['tm_account', 'product_channel_sourceid', 'tc_unique_device', 'idsafe_licenses', 'tc_sn_device']"
_Func_Customer_Churn_Rate_with_Category_,ACC_MART,0,[],0,[]
etl_get_titanium_tmms_weekly_report_metrics,Consumer,0,[],4,"['telemetry_collector', 't_license_snapshot_ext_daily', 'country_alias', 'mobilesecurity_user_daily']"
get_cleaneronepro_user,Consumer,0,[],4,"['telemetry_collector', 'product_channel_sourceid', 'apple_store_server_notification_v1', 'tc_unique_device']"
etl_get_vpnproxyonepro_installation_count,Consumer,0,[],2,"['country_alias', 'pwp_user']"
etl_get_cleaneronepro_installation_count,Consumer,0,[],3,"['t_license_snapshot_ext_daily', 'tc_unique_device', 'country_alias']"
GetLastJobs,ACC_MART,0,[],1,['IndexLog']
GetMergingTables,ACC_MART,0,[],1,['IndexLog']
GetPendingJobs,ACC_MART,0,[],1,['IndexLog']
GetMergeJob,ACC_MART,0,[],1,['IndexLog']
Fn_Customer_Churn_Rate,ACC_MART,0,[],1,['Customer_Churn_Tags']
_Func_Customer_Churn_Rate_,ACC_MART,0,[],0,[]
_Func_Revenue_Retention_Rate_,ACC_MART,0,[],0,[]
adf_get_ids_conversion_rate,Consumer,0,[],4,"['country_alias', 'idsecurity_user_daily', 'tc_sn_device', 'idsafe_licenses_daily']"
adf_get_ids_dau_mau_ratio,Consumer,0,[],3,"['telemetry_collector', 'country_alias', 'idsecurity_licenses']"
adf_get_ids_valid_paid_users,Consumer,0,[],2,"['country_alias', 'idsecurity_licenses']"
Ti177CesspJPInstallFunnel,Consumer,0,[],1,['telemetry_collector_ti']
MobileActivated,Consumer,0,[],4,"['telemetry_collector_ti', 'telemetry_collector', 'tm_account', 't_license_snapshot_ext']"
rls_mobilesecurity_user,Consumer,0,[],0,[]
TitaniumAUDashboard,Consumer,0,[],1,['telemetry_collector_ti']
Onboard_Customer_Custom_Range_Order_4,hubble,0,[],0,[]
CarbonEmailDefenderFunnel,Consumer,0,[],2,"['telemetry_collector', 'EmailDefenderActiveUser']"
Trial_Account_CloudOne_Entitlement,hubble,0,[],2,"['C1_Account_License', 'CDE_Product_Hierarchy']"
CarbonDarkMode,Consumer,0,[],1,['telemetry_collector']
rls_autorenew_sn,Consumer,0,[],0,[]
rls_autorenew_sn_daily,Consumer,0,[],1,['autorenew_sn_daily']
TitaniumDailyUserUpdate,Consumer,0,[],2,"['t_license_snapshot_ext_daily', 't_license_snapshot_ext']"
CLP_Account_License_Extend,hubble,0,[],1,['CLP_Account_License']
CarbonBlockingPageBuyNow,Consumer,0,[],3,"['telemetry_collector_ti', 'telemetry_collector', 't_license_snapshot_ext']"
TitaniumAutoRenew,Consumer,0,[],2,"['t_license_snapshot_ext_daily', 'product_channel_sourceid']"
adf_get_autorenew_sn_changes,Consumer,0,[],3,"['connext_licenses', 'autorenew_sn_daily', 't_license_snapshot_ext']"
Ti177CesspJPSiaGetSNFromDNS,Consumer,0,[],1,['telemetry_collector_ti']
onelink_get_platform,Consumer,0,[],0,[]
CLP_Account_License_Extend_Columns,hubble,0,[],0,[]
CLP_Account_CES,hubble,0,[],1,['CLP_Account_CES_Daily']
autorenew_droppoint,Consumer,0,[],3,"['terra_ccworder', 't_license_snapshot_ext_daily', 'autorenew_sn_changes']"
CarbonPrivacyScanner,Consumer,0,[],1,['telemetry_collector']
CLP_Account_CES_Extend_Columns,hubble,0,[],0,[]
adf_get_tmc_user,Consumer,0,[],4,"['telemetry_collector', 'product_channel_sourceid', 'tmc_event_v2', 'tmc_user']"
CarbonEmailDefenderActiveUser,Consumer,0,[],1,['EmailDefenderActiveUser']
etl_biz_keys_by_product,Consumer,0,[],8,"['terra_ccworder', 'etl_ccw_ak_pool', 'etl_connextv2_packages', 'connext_licenses', 'etl_tmms_licenses', 'vodafone_license', 'connextv2_entitlements', 'connext_packages']"
AMSFeedback,Consumer,0,[],1,['telemetry_collector']
VBValidUser,Consumer,0,[],2,"['telemetry_collector_ti', 't_license_snapshot_ext_daily']"
tables_new_ingestion_count,Consumer,0,[],3,"['License_Subscription_Daily', 'email_campaign_event_raw', 'FCT_DailyReport_V2']"
R2203MCPadBtn,Consumer,0,[],1,['telemetry_collector_ti']
onelink_is_user_agent_valid,Consumer,0,[],0,[]
rls_terra_license_new,Consumer,0,[],0,[]
rls_terra_license_new2,Consumer,0,[],0,[]
Onboard_Customer_Summarize_Score_Trending,hubble,0,[],2,"['CLP_Account_CES_Daily', 'CLP_Account_UBT_Daily']"
onelink_remove_url_query_parameter,Consumer,0,[],0,[]
onelink_get_query_parameter_value_from_url,Consumer,0,[],0,[]
twkol_hare_he,Consumer,0,[],1,['telemetry_collector']
R2203ActivatedMobileUsers,Consumer,0,[],1,['telemetry_collector']
Onboard_Customer_Summarize_Score_Header,hubble,0,[],2,"['CLP_Account_CES_Daily', 'CLP_Account_UBT_Daily']"
TrialWeeklyNumber,Consumer,0,[],1,['t_license_snapshot_ext']
CarbonHttpsBlockingPage,Consumer,0,[],2,"['telemetry_collector', 'ti_wrs_mapping']"
CarbonPageRating,Consumer,0,[],1,['telemetry_collector']
product_weekly_user_count_changes,Consumer,0,[],0,[]
CarbonFirstSeePageRatingTime,Consumer,0,[],1,['telemetry_collector']
CarbonTi_R202204_ToolbarUninstall,Consumer,0,[],3,"['telemetry_collector', 'carbon_toolbar_uninstall_survey_mapping', 'carbon_toolbar_uninstall_survey']"
onelink_is_module_event_valid,Consumer,0,[],0,[]
Onboard_Customer_Score_Pivot_Config,hubble,0,[],0,[]
onelink_map_additional_info_to_source,Consumer,0,[],0,[]
onelink_map_module_to_product_name,Consumer,0,[],0,[]
onelink_map_module_to_destination,Consumer,0,[],0,[]
Onboard_Customer_Custom_Range_String_4,hubble,0,[],0,[]
get_antivirusone_user,Consumer,0,[],4,"['telemetry_collector', 'product_channel_sourceid', 'apple_store_server_notification_v1', 'tc_unique_device']"
rls_telemetry_collector_ti,Consumer,0,[],1,['telemetry_collector_ti']
rls_telemetry_collector_ti_sandbox,Consumer,0,[],1,['telemetry_collector_ti_sandbox']
TrialUserMonthlyReport,Consumer,0,[],3,"['product_channel_sourceid', 'ti_pum', 't_license_snapshot_ext']"
YanRequestNSSBaseline,Consumer,0,[],3,"['telemetry_collector_ti', 'product_channel_sourceid', 't_license_snapshot_ext']"
adf_get_ids_free_user_base,Consumer,0,[],2,"['country_alias', 'idsecurity_licenses']"
Vision_One_Account_Sensor_License_Detail,hubble,0,[],1,['CLP_Account_License']
R2211User,Consumer,0,[],3,"['telemetry_collector_ti', 'tm_account', 't_license_snapshot_ext']"
Ti1773NSSProtectAnotherDevice,Consumer,0,[],1,['telemetry_collector_ti']
Ti1773NSSAddMobileSeatFeedback,Consumer,0,[],1,['telemetry_collector_ti']
Ti1773NSSAddMobileSeatActivate,Consumer,0,[],2,"['telemetry_collector_ti', 'telemetry_collector']"
Product_Usage_Account_DS_C1WS_Security_Module_Enabled_Rate,hubble,0,[],3,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
R2211NoIntentionInstallToolbarSurvey,Consumer,0,[],1,['telemetry_collector_ti']
Onboard_Customer_String_Order,hubble,0,[],0,[]
R2211InstallToolbarSurveyAbort,Consumer,0,[],1,['telemetry_collector_ti']
Ti1773R22Q4InstallTime,Consumer,0,[],1,['telemetry_collector_ti']
Onboard_Customer_Pivot_Config,hubble,0,[],0,[]
Vision_One_Accounr_App_Usage_License_Detail,hubble,0,[],1,['CLP_Account_License']
rls_telemetry_collector_carbon_sandbox,Consumer,0,[],1,['telemetry_collector_carbon_sandbox']
rls_pwm_user,Consumer,0,[],0,[]
rls_telemetry_collector_carbon,Consumer,0,[],1,['telemetry_collector_carbon']
Vision_One_Account_Deployed_Sensor_Trending,hubble,0,[],1,['CLP_Account_UBT_Daily']
Ti1773NSSRenewPopup,Consumer,0,[],1,['telemetry_collector_ti']
R2211MBE,Consumer,0,[],2,"['telemetry_collector', 'MBEListFromSupport']"
TitaniumEcRecord,Consumer,0,[],4,"['telemetry_collector_ti', 'wse_e_cessp_license_snapshot_ext', 'wse_e_bby_license_snapshot_ext', 't_license_snapshot_ext']"
onelink_map_prod_url_to_destination,Consumer,0,[],0,[]
onelink_fix_additional_info_for_app_information,Consumer,0,[],0,[]
Onboard_Customer_String_Format,hubble,0,[],0,[]
adf_get_tmc_mau_wau_dau,Consumer,0,[],5,"['telemetry_collector', 'product_channel_sourceid', 'country_alias', 'tmc_event_v2', 'tmc_user']"
adf_get_tmc_dau_mau_ratio,Consumer,0,[],5,"['telemetry_collector', 'product_channel_sourceid', 'country_alias', 'tmc_event_v2', 'tmc_user']"
adf_get_tmc_free_user_base,Consumer,0,[],3,"['product_channel_sourceid', 'country_alias', 'tmc_user']"
Product_Usage_Account_DS_C1WS_Security_Module_Detail_Enable_Rate,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Host_Plugin_AM_Realtime_Scan', 'DS_Feedback_Main_Monthly']"
Ti1773NSSIncompatSoftware,Consumer,0,[],1,['telemetry_collector_ti']
rls_connextv2_entitlements,Consumer,0,[],0,[]
R22XXUser,Consumer,0,[],1,['telemetry_collector_ti']
R2209User,Consumer,0,[],2,"['telemetry_collector_ti', 't_license_snapshot_ext']"
etl_get_cleaneronepro_store_user,Consumer,0,[],4,"['telemetry_collector', 'product_channel_sourceid', 'apple_store_server_notification_v1', 'tc_unique_device']"
Product_Usage_Account_DS_C1WS_Guids,hubble,0,[],3,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_DS_C1WS_Head,hubble,0,[],5,"['DS_Host_Recent_60_Days', 'DS_Feedback_Main', 'Account_Intelligence', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
R2209FirstPayGuardUsage,Consumer,0,[],1,['telemetry_collector_ti']
Product_Usage_Account_DS_C1WS_Module,hubble,0,[],1,['Account_Intelligence']
R2208User,Consumer,0,[],2,"['telemetry_collector_ti', 't_license_snapshot_ext']"
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version_Build,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Connector_DSVA', 'DS_Feedback_Main_Monthly']"
Ti1773R22Q4InstallFunnel,Consumer,0,[],1,['telemetry_collector_ti']
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Agent_Version,hubble,0,[],5,"['DS_Host_Recent_60_Days', 'DS_Host_Before_60_Days', 'DS_Product_Type', 'DS_Connector_DSVA', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Connector,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Client_OS_Type', 'DS_Feedback_Main_Monthly']"
rls_hns_station_log,Consumer,0,[],0,[]
CarbonVersionMonitor,Consumer,0,[],1,['telemetry_collector_carbon']
TitaniumInstallationReport,Consumer,0,[],1,['telemetry_collector_ti']
Product_Usage_Account_DS_C1WS_Protected_Instance_By_Module_Enabled,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Host_Before_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
R2209NoIntentionInstallToolbarSurvey,Consumer,0,[],1,['telemetry_collector_ti']
R2209InstallToolbarSurveyAbort,Consumer,0,[],1,['telemetry_collector_ti']
rls_pwp_user,Consumer,0,[],0,[]
rls_diamond_station_log,Consumer,0,[],0,[]
R22Q3Users,Consumer,0,[],2,"['telemetry_collector_ti', 't_license_snapshot_ext']"
R177Users,Consumer,0,[],2,"['t_license_snapshot_ext_daily', 'ti_pum']"
TiUserPlidPkgvid,Consumer,0,[],1,['ti_pum']
incremental_tables_new_ingestion_count,Consumer,0,[],0,[]
Product_Usage_Account_DS_C1WS_Protected_Instance_By_OS,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Client_OS_Type', 'DS_Feedback_Main_Monthly']"
Ti177UsersAfterR2203,Consumer,0,[],1,['telemetry_collector_ti']
CLP_Account_License_Selected_Field_For_Daily,hubble,0,[],1,['CLP_Account_License']
Trial_Account_CloudOne_License,hubble,0,[],2,"['C1_Account_License', 'CDE_Product_Hierarchy']"
NI_customer_base,VisionOne,0,[],1,['CLP_Account_License']
V1_login_customer_test,VisionOne,0,[],0,[]
Assessment_tool_overview_test,VisionOne,0,[],1,['CLP_Account_License']
ddi_Fn_guid_with_latest_feedback_in_90d,VisionOne,0,[],1,['ddi_product_feedback']
Assessment_cloudMail_detection,VisionOne,0,[],0,[]
GET_IF_CUSTOMERS_test,VisionOne,0,[],0,[]
SASE_EXTERNAL_CLP_FUNC_V2,VisionOne,0,[],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
GET_UNIQUE_EVENT_NAME,VisionOne,0,[],0,[]
xdr_endpoint_agent_tenant_v3,VisionOne,0,[],1,['_xdr_endpoint_agent']
NI_customer_base_daily,VisionOne,0,[],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
ZTSA_RuleConfiged_CLP_FUNC,VisionOne,0,[],1,['sase_tdl']
risk_overview_front_end_raw_data,VisionOne,0,[],1,['xdr_pendo_events_flattened']
formfilled_customer_test,VisionOne,0,[],0,[]
GET_IF_RISKS_V2,VisionOne,0,[],0,[]
exposure_overview_front_end_raw_data,VisionOne,0,[],1,['xdr_pendo_events_flattened']
Assessment_common_date_filter,VisionOne,0,[],0,[]
attack_overview_front_end_raw_data,VisionOne,0,[],1,['xdr_pendo_events_flattened']
DDI_ever_licensed_cus,VisionOne,0,[],1,['MAK_Account_License']
TRI_get_enter_page_raw_data_Monica,VisionOne,0,[],1,['xdr_pendo_events_flattened']
CE_get_ztri_tdl_features,VisionOne,0,[],2,"['sase_tdl', 'xdr_pendo_events_flattened']"
Assessment_customers_attribute,VisionOne,0,[],2,"['Federation', 'CLP_Account_License']"
pendodata,VisionOne,0,[],1,['xdr_pendo_feature_events']
xdr_endpoint_agent_tenant_v2,VisionOne,0,[],1,['_xdr_endpoint_agent']
EMverified_customer_test,VisionOne,0,[],0,[]
GET_ZERI_SENSOR_LOGCOUNT_DAILY,VisionOne,0,[],1,['sase_tdl']
CE_get_OAT_copy_to_clipboard_bak,VisionOne,0,[],3,"['tmsas_matomo_log_visit', 'tmsas_matomo_log_link_visit_action', 'tmsas_matomo_log_action']"
Assessment_tool_overview_apr,VisionOne,0,[],2,"['Federation', 'CLP_Account_License']"
FW_Customer_Seat_Range,VisionOne,0,[],1,['CLP_Account_License']
EWA_Customer_Base,VisionOne,0,[],3,"['MAK_Account_License', 'CLP_Account_UBT', 'CLP_Account_License']"
SASE_EXTERNAL_CLP_Daily,VisionOne,0,[],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
GET_INTERNET_FACING_SENSOR_LOGS,VisionOne,0,[],0,[]
Assessment_tool_overview,VisionOne,0,[],2,"['Federation', 'CLP_Account_License']"
formfilled_customer,VisionOne,0,[],0,[]
EMverified_customer,VisionOne,0,[],0,[]
V1_login_customer,VisionOne,0,[],0,[]
GET_ACCUMULATE_CUSTOMERS,VisionOne,0,[],0,[]
Customer_Enabled_Counts_STG_ETL,VisionOne,0,[],4,"['MAK_Account_GUID', 'CLP_Account_UBT', 'osce_product_feedback', 'CLP_Account_License']"
formfilled_customer_apr,VisionOne,0,[],0,[]
GET_IF_EXCEPTIONS,VisionOne,0,[],0,[]
EMverified_customer_apr,VisionOne,0,[],0,[]
V1_login_customer_apr,VisionOne,0,[],0,[]
Track_Type_Average_Retention_Cohort_group,VisionOne,0,[],0,[]
Track_Type_Average_Retention_Cohort_order,VisionOne,0,[],0,[]
GET_EVENT_GROUP,VisionOne,0,[],0,[]
Func_CLP_Account_DQ_Before_Rename_Jerry,VisionOne,0,[],7,"['CLP_Account_CES_Daily', 'CLP_Account_UBT', 'CLP_Account_UBT_Acknowledge_DQ', 'Trial_To_Paid_Conversion_Rate', '_CLP_Account_UBT_Daily', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
V1_Current_Onboard_Customer_Seat_Range,VisionOne,0,[],2,"['CLP_Account_UBT_Daily', 'CLP_Account_License']"
Feature_Enabled_Status_ETL,VisionOne,0,[],2,"['MAK_Account_GUID', 'osce_product_feedback']"
Assessment_tool_overview_fun,VisionOne,0,[],1,['CLP_Account_License']
GET_IF_RISKS,VisionOne,0,[],0,[]
GET_PRODUCTCODE_FROM_LOGSOURCE,VisionOne,0,[],0,[]
DDI_total_licensed_cus,VisionOne,0,[],2,"['MAK_Account_License', 'CLP_Account_License']"
xdr_pendo_events_flattened_etl,VisionOne,0,[],4,"['xdr_pendo_pages', 'xdr_pendo_features', 'xdr_pendo_track_types', 'xdr_pendo_guides']"
slog_ubtaudit,VisionOne,0,[],1,['_slog_ubtaudit']
CE_get_TPI_enabled_network_blocking,VisionOne,0,[],2,"['TPI_enabled_cus_intelligence_feeds', 'TPI_enabled_cus_3rd_sharing']"
CLP_WHO_GRANTED_AAD,VisionOne,0,[],1,['CLP_Account_License']
CLP_WHO_GRANTED_ONPREMISEDAD,VisionOne,0,[],1,['CLP_Account_License']
fed_constants,VisionOne,0,[],0,[]
GET_NAV_APP_FUNC2,VisionOne,0,[],0,[]
SG_Cus_Downloaded_Unique,VisionOne,0,[],1,['CLP_Account_License']
SG_Cus_Downloaded,VisionOne,0,[],1,['CLP_Account_License']
SG_Cus_Accessed,VisionOne,0,[],1,['CLP_Account_License']
CAS_Product_All,VisionOne,0,[],1,['cas_product_feedback']
SG_Cus_base,VisionOne,0,[],1,['CLP_Account_License']
slog_trace,VisionOne,0,[],1,['_slog_trace']
xdr_endpoint_agent_group_updatepolicy,VisionOne,0,[],2,"['_xdr_endpoint_agent_groups', '_xdr_endpoint_groups']"
